period,daten,open_BTC_USD,volume_BTC_USD,open__GSPC,volume__GSPC,open__IXIC,volume__IXIC,open_JPM,volume_JPM,open_BAC,volume_BAC,open_WFC,volume_WFC,open_C,volume_C,open_GS,volume_GS,open_MS,volume_MS,open_USB,volume_USB,open_PNC,volume_PNC,open_TFC,volume_TFC,open_COF,volume_COF,open_FITB,volume_FITB,open_KEY,volume_KEY,open_RF,volume_RF,open_HBAN,volume_HBAN,open_MTB,volume_MTB,open_DFS,volume_DFS,open_FRC,volume_FRC,open_SIVB,volume_SIVB,open_ZION,volume_ZION,open_ALLY,volume_ALLY,month,day,banks_crisis,l_BTC,l_SP500,l_NQ,l_BTC_sh,l_SP500_sh,l_NQ_sh,id,av_banks,l_av_banks,l_av_banks_sh
30mar2023,30mar2023,28350.140625,22435349951,4046.73999,3930860000,12010.450195,4738880000,129.949997,12134700,28.92,67427100,38.299999,22340400,46.48,14226400,324.559998,1456300,87.260002,4113700,36.18,13539900,131.089996,3064200,34.990002,13962000,95.51999699999999,3410900,27.209999,7973300,12.93,17406100,18.93,15355000,11.51,15931100,123.919998,2210100,98.63999899999999,1266200,,,1.35,55242876,31.469999,3683800,25.27,5577600,3,30,0,10.252387,8.3056669,9.3935328,.038953781,.011734962,.0129776,89,1304.48,7.1735597,.016424179
31mar2023,31mar2023,28032.261719,19001327598,4056.179932,4525120000,12031.540039,5521150000,129.660004,13105200,28.620001,56482100,37.73,30287900,46.599998,16009200,323.470001,2281100,86.80000299999999,6142400,35.810001,15541700,128.449997,3600500,34.240002,12628200,94.94000199999999,2533900,26.6,7367200,12.54,13592600,18.549999,12739500,11.26,15360500,120.970001,2082600,98.720001,2262400,,,.9099999999999999,29616549,30.51,5143300,25.325001,3093200,3,31,0,10.241112,8.3079967,9.3952866,-.011275291,.0023298264,.0017538071,90,1291.7048,7.1637182,-.0098414421
01apr2023,01apr2023,28473.332031,10876469901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,10.256723,,,.015611649,,,91,,,
02apr2023,02apr2023,28462.845703,12284641999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,10.256355,,,-.00036811829,,,92,,,
03apr2023,03apr2023,28183.080078,19556501327,4102.200194999999,4234700000,12146.089844,4816440000,129.910004,11775400,28.639999,51996800,37.52,21541000,47.139999,16633100,326.140015,1808800,87.949997,7728400,36.200001,12209800,126.910004,4845300,33.990002,15191400,96.05000299999999,2060300,26.940001,8099900,12.54,13716500,18.629999,14968000,11.27,17960900,120.660004,1728000,98.88999899999999,1621800,,,.877,16018917,30.290001,4615100,25.610001,4125300,4,3,1,10.246477,8.3192787,9.4047623,-.0098781586,,,93,1296.1571,7.1671591,
04apr2023,04apr2023,27795.273438,15284538859,4128.029785,4227800000,12208.490234,4298760000,130.5,11579900,28.549999,56233300,37.700001,21942700,46.900002,15542400,326.820007,1536800,87,6222800,36.189999,12238700,125.879997,3480100,33.509998,18545100,97.449997,2927200,26.530001,9332300,12.45,27870700,18.68,11644200,11.23,17010600,120.230003,1505300,100.239998,1840500,,,.99,6836192,29.17,6001600,25.85,7406300,4,4,1,10.232621,8.3255558,9.4098873,-.013855934,.0062770844,.0051250458,94,1295.8701,7.1669378,-.00022125244
05apr2023,05apr2023,28169.726563,17052315986,4094.5,3968020000,12081.759766,4378590000,126.800003,9614700,27.66,47799400,36.5,15486900,45.470001,11739100,319.619995,1329300,83.83000199999999,6045400,34.830002,12734700,120.809998,3550000,31.59,11581800,95.599998,2853800,25.110001,7879200,11.51,29540100,18.129999,9358500,10.76,16483100,115.489998,1392200,97.19000199999999,1971600,,,.968,4847379,27.73,9830300,25.32,4561800,4,5,1,10.246003,8.3174,9.3994522,.013381958,-.0081558228,-.010435104,95,1254.918,7.1348257,-.032112122
06apr2023,06apr2023,28175.226563,13837809380,4081.149902,3486690000,11939.080078,3862800000,127,8760200,27.719999,41216600,37.110001,23484900,45.799999,11918100,320.380005,1311000,83.900002,3877800,35.25,12008400,120,3507200,32.169998,10843400,94.900002,2045900,26.49,8396400,11.57,20436900,18.299999,6509300,11.15,14406000,117.779999,1473500,97.52999899999999,1770000,,,.9289999999999999,6573026,28.5,5853000,25.790001,4970800,4,6,1,10.246199,8.3141336,9.3875723,.00019550323,-.0032663345,-.011879921,96,1262.269,7.140666,.0058403015
07apr2023,07apr2023,28038.966797,10861680497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,1,10.24135,,,-.0048484802,,,97,,,
08apr2023,08apr2023,27920.513672,9373255556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,1,10.237117,,,-.0042333603,,,98,,,
09apr2023,09apr2023,27952.367188,12175322951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,1,10.238257,,,.0011405945,,,99,,,
10apr2023,10apr2023,28336.027344,19282400094,4085.199951,3423650000,11975.129883,4334070000,126.540001,9477300,27.67,40572700,37.700001,27005800,45.790001,11777100,322.399994,1114400,83.949997,6185800,35.799999,10547700,121.220001,3234800,32.5,11562900,93.400002,2421900,26,7407700,11.95,15544600,18.299999,7980100,11.1,16774200,116.669998,1131200,96.360001,1237200,,,.8076,13370634,29.129999,3738400,25.93,4189600,4,10,1,10.251889,8.3151264,9.3905869,.013631821,,,100,1263.2177,7.1414175,
11apr2023,11apr2023,29653.679688,20121259843,4110.290039,3665830000,12080.240234,4676960000,128.300003,10516300,28.02,58761200,38.77,25116100,46.669998,14177300,326.049988,1559600,84.29000099999999,5582100,35.639999,11927800,122.099998,2726500,33.18,8744700,96.12999699999999,2899600,26.42,5048200,12.13,13120100,18.450001,5228400,11.3,10479400,117.43,1590000,99.16999799999999,1776800,,,.62,2875857,30.120001,4394000,26.67,4967600,4,11,1,10.297341,8.321249,9.3993263,.045452118,.0061225891,.0087394714,101,1281.4601,7.1557555,.014338017
12apr2023,12apr2023,30231.582031,18651929926,4121.720214999999,3633120000,12110.870117,4909770000,129.179993,11821000,28.68,44313300,39.419998,20252900,47.48,14330900,331.720001,1862400,85.510002,4641800,35.779999,11586300,123.050003,4446300,33.84,11729800,99.29000099999999,3419200,26.67,4466800,12.32,15568600,18.530001,6426100,11.44,14995200,118.779999,1242400,101.139999,1496000,,,.6,2372428,30.209999,3252000,27.41,6792700,4,12,1,10.316643,8.3240261,9.4018583,.019301414,.0027770996,.0025320053,102,1301.05,7.170927,.015171528
13apr2023,13apr2023,29892.740234,17487721001,4100.040039,3596590000,11997.419922,4942990000,128.460007,12450200,28.559999,52261400,39.32,22397800,46.900002,15578900,330.079987,1765500,85.389999,5086000,35.330002,12799100,120,4856200,33.41,11658300,95.55999799999999,2438900,26.700001,5105500,12.12,12360600,18.34,9528000,11.3,14317400,116.099998,1811000,99.54000099999999,1461500,,,.5649999999999999,1875338,30.459999,3178100,26.379999,4536200,4,13,1,10.305371,8.3187523,9.3924465,-.011271477,-.005273819,-.0094118118,103,1284.515,7.1581364,-.01279068
14apr2023,14apr2023,30409.5625,22659995079,4140.109863,3575690000,12117.910156,4655740000,135.149994,43931300,29.299999,81110800,39.75,40963100,48.169998,33064500,336.529999,2275700,86.42999999999999,7865900,36.200001,16186300,121.5,12921100,34.279999,14777800,97.77999899999999,2752800,27.1,5790800,12.55,16962100,18.719999,15091600,11.56,13932800,118.629997,2757900,102.099998,1575200,,,.59,1730522,31.84,3963900,27.209999,3865700,4,14,1,10.322513,8.3284779,9.4024401,.017141342,.0097255707,.0099935532,104,1315.3899,7.1818886,.023752213
15apr2023,15apr2023,30490.75,11940685378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,1,10.325179,,,.0026664734,,,105,,,
16apr2023,16apr2023,30315.976563,12854816417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,1,10.31943,,,-.0057487488,,,106,,,
17apr2023,17apr2023,30317.146484,17872186762,4137.169922,3611180000,12108.230469,4823180000,139.949997,16050500,29.77,83704400,39.830002,31445100,49.759998,19590400,336,3012100,86.660004,8876900,34.799999,22419300,120.18,6292900,33.27,15347600,95.510002,2505400,26.33,8611000,12.01,57505900,18.41,10018200,11.49,16107100,116,5167200,100,2380900,,,.585,1203277,29.809999,4398500,26.43,4965800,4,17,1,10.319468,8.3277674,9.4016409,.000038146973,,,107,1306.7952,7.175333,
18apr2023,18apr2023,29449.091797,19480529496,4164.259766,3536640000,12234.55957,4851810000,140.270004,13760100,30.799999,114498800,41.209999,27892300,49.93,16616200,328,7549500,89.129997,10227600,35.599998,19052200,125.089996,4718800,34.02,13691100,98,2549400,27.469999,6875600,12.33,38198400,18.9,7978800,11.73,18141000,126.489998,2029800,102.5,2152000,,,.5334,1017980,31.110001,3864400,26.98,10135000,4,18,1,10.290419,8.3342934,9.4120197,-.029049873,.0065259933,.010378838,108,1330.0933,7.1930041,.017671108
19apr2023,19apr2023,30394.1875,24571565421,4139.330078,3572560000,12063.679688,4972700000,141.229996,9158100,30.129999,65594200,41.970001,23310500,49.73,14894000,332.980011,2625400,87.139999,13886200,35.509998,20970200,124.599998,5967200,34.07,17410500,98.099998,2191200,27.24,7984200,12.25,47773400,18.959999,11377500,11.65,15951900,126.190002,1981200,104.029999,2386300,,,.5599999999999999,10192400,31.030001,7933500,26.889999,7629600,4,19,1,10.322006,8.328289,9.3979549,.031587601,-.0060043335,-.014064789,109,1334.2601,7.1961322,.0031280518
20apr2023,20apr2023,28823.683594,21340360360,4130.47998,3772080000,12039.080078,4590530000,139.910004,10586200,29.84,43193800,41.869999,19265500,49.810001,20410200,334.950012,2217900,89.849998,6776000,35.450001,21609500,126.599998,3720500,33.790001,11668400,97.699997,2247200,27.540001,10302600,11.6,37369500,18.93,9404900,11.9,15658600,128,1328500,104.150002,3708300,,,.755,4537117,31.129999,8219000,26.91,7683200,4,20,1,10.268952,8.326149,9.3959131,-.053053856,-.0021400452,-.0020418167,110,1340.6851,7.2009358,.0048036575
21apr2023,21apr2023,28249.230469,20759504330,4132.140136999999,3611750000,12046.030273,4868050000,139.740005,11842500,29.75,44759000,41.209999,23975300,48.959999,14377300,339,2278900,90.480003,6531000,34.290001,28303000,124.739998,3537900,33.169998,22814800,96.870003,2540800,27.98,8428600,11.9,25192400,18.379999,16786400,11.59,13493200,123.989998,1210100,104.870003,2275700,,,.6649999999999999,1795485,30.870001,6261300,26.09,7063600,4,21,1,10.248821,8.3265505,9.3964901,-.020131111,.00040149689,.00057697296,111,1334.5449,7.1963458,-.0045900345
22apr2023,22apr2023,27265.894531,13125734602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,1,10.213392,,,-.035429001,,,112,,,
23apr2023,23apr2023,27816.144531,12785446832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,1,10.233372,,,.019979477,,,113,,,
24apr2023,24apr2023,27591.730469,17703288330,4132.069824,3290940000,12053.469727,4854050000,140.460007,7567500,29.790001,28020300,41.130001,17327800,49.029999,11208800,341.98999,1966300,91.230003,5004400,33.27,16238100,124,2333600,31.5,12735900,96.489998,1404300,27.43,5078700,11.55,23021700,18.08,10149700,11.45,14696900,124.019997,1161600,105.519997,1218200,14.27,90165120,.7111,2424161,29.35,5176900,26.209999,4278800,4,24,1,10.225271,8.3265333,9.3971081,-.0081005096,,,114,1347.481,7.2059922,
25apr2023,25apr2023,27514.873047,17733373139,4126.430176,3978640000,11968.80957,4806020000,139.600006,10629300,29.450001,49718800,40.700001,20728000,48.5,15374000,341,2138200,89.63999899999999,5806700,32.400002,22540100,122.440002,4996000,31.23,11361700,94.87999699999999,2635200,26.51,9259100,10.89,31905400,17.98,14267800,11,18822200,122.550003,1891500,103.519997,1541400,12.21,193018300,.72,3202509,27.76,6228700,25.73,4689600,4,25,1,10.222482,8.3251677,9.3900595,-.0027894974,-.0013656616,-.0070486069,115,1328.7101,7.1919637,-.014028549
26apr2023,26apr2023,28300.058594,31854242019,4087.780029,3837030000,11913.230469,5281970000,137.619995,14416100,28.76,45848400,40.240002,26915600,47.799999,16984600,337.579987,2041900,88.150002,6429100,31.68,17133300,123.449997,6547400,30.389999,12232000,95.199997,2271400,25.690001,6691000,10.58,23788900,17.77,8273100,10.9,16139300,119.989998,1287900,101.870003,1252500,7.12,190394300,.6,1319433,26.940001,4083000,25.83,2826000,4,26,1,10.250619,8.3157578,9.3854046,.028137207,-.0094099045,-.0046548843,116,1308.1599,7.1763768,-.015586853
27apr2023,27apr2023,28428.464844,27153445027,4075.290039,3750550000,11972.150391,5253710000,136,9041100,28.52,33060100,39.529999,21695800,47.040001,16541400,340.140015,1768200,89.410004,6375800,31.6,19428200,128.660004,3124400,30.68,11092900,95.05000299999999,5042900,25.74,5741400,10.55,20468700,17.790001,7509900,10.92,10426300,121.790001,1102000,101.550003,1312900,5.649999999999999,83275570,.594,1112827,26.360001,3760300,26.110001,4238400,4,27,1,10.255146,8.3126974,9.3903389,.004527092,-.0030603409,.0049343109,117,1313.6841,7.1805906,.00421381
28apr2023,28apr2023,29481.013672,17544464887,4129.629883,4087800000,12117.540039,5331380000,136.559998,9881800,28.530001,45532800,39.25,20189300,46.189999,15216400,340.049988,1712500,89.449997,6374500,32.200001,25215200,126.709999,3942000,31.08,15198800,93,5343400,25.629999,6456700,10.81,19577100,17.860001,8922300,11.1,17237600,123,1419800,100.660004,1491600,6.59,176848300,.5619999999999999,3454430,26.389999,5652000,25.57,3269500,4,28,1,10.291502,8.325943,9.4024096,.036355972,.013245583,.012070656,118,1311.192,7.1786919,-.0018987656
29apr2023,29apr2023,29336.566406,10662634333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29,1,10.28659,,,-.0049123764,,,119,,,
30apr2023,30apr2023,29245.515625,14652199272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,1,10.283482,,,-.0031080246,,,120,,,
01may2023,01may2023,29227.103516,18655599976,4166.790039,3321370000,12210.049805,5168430000,142.259995,20415800,29.5,34076800,40.490002,26564300,47.880001,18314800,344.049988,1375000,90.19000199999999,7745400,34.25,19095200,126.480003,9064200,32.43,10780000,97.29000099999999,3047300,26.15,7371400,11.21,23150000,18.24,11478200,11.21,14412600,125.07,1512000,103.43,2075200,,,.471,1859159,27.940001,4105000,26.33,2345900,5,1,1,10.282852,8.3349009,9.4100151,-.00062942505,,,121,1334.8708,7.1965899,
02may2023,02may2023,28087.175781,16432924527,4164.100098,4486130000,12198.019531,5501410000,141.399994,14113400,28.85,70797700,40.009998,36239500,46.82,19450100,339.01001,2397600,87.56999999999999,6319100,32.939999,28994600,123.25,8595100,31.27,21140800,91.699997,6385600,25.65,12006600,10.7,44634700,17.77,11862500,10.93,26016500,121.199997,2988500,98.620003,2527300,,,.52255,1106094,26.66,18557300,25.950001,5221200,5,2,1,10.243069,8.3342552,9.409029,-.039783478,-.00064563751,-.00098609924,122,1300.8226,7.170752,-.025837898
03may2023,03may2023,28680.494141,19122972518,4122.25,4246510000,12097.040039,5782160000,138.440002,12930900,28.16,51139500,39.029999,25202700,46.130001,14533500,332.359985,1825400,86.400002,6546500,30.790001,23759800,120.089996,5764500,29.57,21667000,89.88999899999999,4820500,24.620001,8887800,9.83,34854400,16.780001,13947600,10.4,17779700,117.980003,2254800,95.44000199999999,2243600,.396,220562300,.48,1610293,24.33,9993700,25.27,4620600,5,3,1,10.263972,8.3241549,9.4007158,.020903587,-.010100365,-.008313179,123,1266.386,7.1439223,-.02682972
04may2023,04may2023,29031.304688,15548678514,4082.550049,4920090000,11997.339844,4745780000,134.960007,17089200,27.58,82173800,37.68,53247000,45.040001,20601800,325.950012,2965100,84.16999799999999,10359200,28.5,48099600,113.379997,6975900,27.23,37831300,86.709999,5271300,23.17,18801200,8.779999999999999,57354500,15.79,24716400,9.779999999999999,45813300,112.379997,4063200,94.54000099999999,1939700,.3453,54979640,.461,3660588,21.790001,25523000,24.450001,6320500,5,4,1,10.27613,8.314477,9.3924398,.01215744,-.009677887,-.0082759857,124,1222.6864,7.1088057,-.035116673
05may2023,05may2023,28851.480469,17936566518,4084.72998,4186270000,12073.030273,4574790000,136.440002,11259100,27.620001,50050100,37.459999,27036200,45.799999,13380500,325.059998,2412900,83.79000099999999,8286500,30.68,28222000,116.610001,4790100,27.43,24198600,87.449997,2692200,24.52,12577900,9.98,32452800,16.459999,14479600,9.859999999999999,28412800,118.75,2045800,94.739998,1675600,.28,37913710,.413,1440614,23.290001,14680200,25.09,4806800,5,5,1,10.269917,8.315011,9.3987293,-.0062131882,.00053405762,.0062894821,125,1241.7229,7.1242552,.015449524
06may2023,06may2023,29538.859375,15913866714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,1,10.293462,,,.023545265,,,126,,,
07may2023,07may2023,28901.623047,11301355486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,10.271653,,,-.021808624,,,127,,,
08may2023,08may2023,28450.457031,19122903752,4136.97998,3641640000,12231.679688,4216360000,137.490005,7483600,28.08,34193700,38.43,22731400,46.880001,8758200,329.640015,1607300,85.480003,5823800,31.51,22297500,118,2867100,29.74,16555300,88.80999799999999,3118000,25.559999,9237400,10.05,20400600,16.9,9315800,10.08,13031500,120.5,1145300,96.650002,1308900,.3485,23037020,.4645,972032,25.309999,12033600,25.5,3836000,5,8,1,10.255919,8.3277216,9.4117842,-.015733719,,,128,1265.4231,7.1431618,
09may2023,09may2023,27680.283203,16167803904,4124.25,792744747,12195.799805,1758049000,135.929993,2769707,27.42,14635915,37.939999,7103507,45.91,5038597,325.040009,406960,84,1495575,29.4,7082620,115.650002,1094734,28.33,4591221,87.989998,540976,24.110001,1604260,9.529999999999999,5877753,16.120001,3632225,9.65,5776446,115.345001,298814,95.900002,200953,,,,,23.9,2120449,24.6,858262,5,9,1,10.228476,8.3246393,9.4088469,-.027443886,-.0030822754,-.0029373169,129,1236.7651,7.1202545,-.022907257
